,Cust_ID,Staff_ID,Amt,Prod,date
5398,189,49,29500,J,9-Apr-19
5399,369,32,47500,G,1-Mar-20
5400,16,287,42000,C,10-Sep-20
5401,53,73,7500,H,3-Dec-19
5402,24,201,40000,J,7-Oct-20
5403,31,185,33000,I,30-Dec-19
5404,379,161,31000,H,11-Jun-21
5405,244,295,35500,B,5-Aug-20
5406,56,148,25000,J,17-Oct-19
5407,226,82,26500,C,18-Mar-19
5408,26,104,36000,C,1-Sep-20
5409,361,58,17000,A,17-Nov-19
5410,101,44,1500,J,14-Nov-20
5411,2,79,42500,I,14-Aug-20
5412,104,17,21500,C,12-Jan-20
5413,286,43,15500,F,14-Jan-20
5414,11,70,16500,J,30-Jun-19
5415,102,146,35500,D,5-Nov-19
5416,181,92,1500,C,12-Dec-19
5417,399,233,18000,B,10-Dec-20
5418,300,125,10000,H,21-Jul-21
5419,263,244,3000,I,29-May-21
5420,139,86,11500,A,20-Apr-21
5421,393,224,50000,G,3-Dec-19
5422,386,298,33000,D,10-Aug-21
5423,292,173,27500,F,3-May-21
5424,262,75,40000,E,26-Feb-20
5425,376,285,7000,J,18-Mar-21
5426,335,203,33000,J,17-Jul-19
5427,368,148,46000,G,27-Jan-21
5428,216,174,49000,H,5-Apr-19
5429,166,106,22500,F,5-Mar-19
5430,351,226,30000,B,26-Dec-19
5431,332,255,3500,G,1-Sep-19
5432,298,93,21500,D,9-Feb-21
5433,78,43,8000,I,10-Mar-21
5434,64,284,49500,I,24-Apr-21
5435,260,165,41500,J,28-Jul-19
5436,82,166,46500,J,14-Jan-20
5437,367,121,25500,G,24-Oct-19
5438,169,189,42500,G,21-Mar-21
5439,386,246,7000,G,18-Feb-20
5440,154,161,4500,D,29-May-21
5441,56,129,3000,F,18-Jun-20
5442,387,249,16000,H,18-Aug-21
5443,322,276,20000,E,7-May-20
5444,197,247,6000,F,24-Jan-19
5445,311,265,14500,F,9-Jun-21
5446,244,40,49500,D,26-Jan-20
5447,298,78,43500,F,24-Mar-20
5448,171,23,27000,D,23-Jul-21
5449,304,214,13000,J,22-May-19
5450,59,107,3000,J,20-Aug-19
5451,187,105,11000,B,20-Nov-19
5452,393,50,5500,C,7-Jun-21
5453,94,280,7000,B,25-Mar-20
5454,381,26,16000,E,20-Dec-19
5455,278,92,29000,E,26-Apr-20
5456,200,246,29000,D,19-Nov-20
5457,31,55,38000,B,9-Feb-20
5458,207,80,15500,G,21-May-19
5459,197,88,34500,A,18-Feb-20
5460,48,83,7500,D,3-Dec-19
5461,162,118,21000,G,26-Jul-19
5462,98,267,43500,E,23-Apr-19
5463,347,202,46500,J,12-Aug-20
5464,44,161,34500,H,21-Feb-19
5465,32,100,1000,G,26-Sep-20
5466,330,202,22000,C,22-Jul-20
5467,73,161,43000,F,12-Jun-21
5468,218,145,29500,A,4-Jun-20
5469,22,107,8000,F,12-Mar-21
5470,135,94,34500,B,19-Sep-21
5471,49,53,7000,E,29-Sep-19
5472,9,265,6500,C,8-Oct-20
5473,271,99,19500,E,28-Nov-19
5474,60,30,12500,G,26-Sep-19
5475,368,30,39500,C,8-Jul-20
5476,118,29,40500,H,26-Feb-20
5477,216,120,3000,H,14-Sep-20
5478,220,96,43000,G,7-Mar-20
5479,320,259,40000,C,18-Apr-20
5480,25,294,4500,I,28-Mar-19
5481,378,213,16500,J,27-Oct-20
5482,276,250,11000,J,5-May-20
5483,141,153,40500,D,3-Jan-19
5484,160,13,33000,C,23-Jan-19
5485,157,36,37000,D,20-Oct-19
5486,103,20,20000,I,1-Sep-21
5487,391,264,19500,G,15-Nov-20
5488,391,194,33000,A,22-Mar-21
5489,38,134,44500,H,26-May-21
5490,291,12,13500,I,18-Dec-20
5491,301,124,10000,I,26-May-19
5492,163,222,24000,I,2-Aug-21
5493,133,62,1000,F,4-Oct-20
5494,100,42,17500,C,14-May-20
5495,99,6,34500,C,3-Jul-21
5496,21,144,28000,J,31-Jul-19
5497,230,228,29500,F,18-May-21
5498,239,56,28000,E,17-Jul-20
5499,193,45,14000,J,1-Mar-20
5500,34,297,26500,E,29-Dec-19
5501,306,121,33000,E,16-May-20
5502,248,246,1500,G,6-Sep-19
5503,252,25,10500,F,16-Feb-21
5504,298,288,48000,E,9-Mar-21
5505,290,254,27000,J,10-Jul-19
5506,350,42,19500,B,10-Apr-20
5507,24,120,26500,D,14-Aug-19
5508,322,132,31000,E,3-Jul-19
5509,140,120,30000,D,9-Oct-19
5510,134,21,19000,A,29-Dec-19
5511,81,125,17000,G,22-Feb-21
5512,159,9,22500,F,4-Jun-19
5513,257,211,46000,I,1-Apr-21
5514,195,163,47500,E,3-Dec-20
5515,300,252,40500,I,20-Feb-20
5516,180,224,10500,F,20-Jul-19
5517,364,88,45500,I,5-Jun-19
5518,200,97,19000,B,23-Aug-21
5519,75,114,6000,G,25-Oct-19
5520,237,60,30500,A,7-Aug-19
5521,51,110,35500,J,15-Feb-20
5522,21,43,49500,B,13-Jul-20
5523,55,157,27500,F,23-Jan-19
5524,254,53,22500,D,27-Mar-19
5525,82,214,15500,H,26-Jul-21
5526,8,289,14000,E,26-Aug-21
5527,199,109,22000,B,18-Nov-19
5528,32,176,25000,I,30-Sep-20
5529,51,6,34000,D,8-May-21
5530,159,81,12000,B,3-Oct-19
5531,290,250,23500,D,5-Nov-19
5532,71,118,10000,I,6-Dec-19
5533,175,229,19000,C,9-Sep-19
5534,60,97,1000,I,14-Feb-21
5535,55,234,10000,A,4-Sep-19
5536,397,56,33500,H,23-Feb-21
5537,369,182,41500,C,3-Mar-20
5538,145,293,8500,J,1-Sep-21
5539,51,32,9000,H,19-Nov-20
5540,177,164,33500,B,22-Aug-20
5541,241,30,12500,I,23-Mar-21
5542,238,81,41000,E,10-Aug-19
5543,33,25,3000,A,5-Aug-21
5544,6,187,24500,D,30-Jun-21
5545,66,39,46500,J,15-Jan-19
5546,110,244,28000,D,2-Aug-19
5547,289,89,500,C,10-Dec-20
5548,231,58,39500,D,8-Feb-21
5549,383,140,7500,F,25-Nov-19
5550,132,240,23000,H,7-Jan-20
5551,27,289,43000,I,21-Apr-19
5552,333,280,42000,G,20-Oct-19
5553,4,129,21500,C,7-May-21
5554,208,61,26000,I,18-Jul-20
5555,352,90,16000,A,5-Jul-19
5556,203,16,3500,G,27-Apr-20
5557,11,150,16000,D,13-Nov-20
5558,218,277,5000,J,21-Feb-19
5559,104,288,20000,A,16-Dec-20
5560,217,82,28000,A,9-Mar-21
5561,264,13,27000,B,19-Sep-19
5562,255,213,7500,G,26-Mar-19
5563,49,68,10500,E,26-Jul-20
5564,355,164,25000,F,27-Feb-21
5565,198,190,4000,J,9-Jul-21
5566,351,126,3500,F,14-Feb-20
5567,25,225,23500,G,17-Mar-19
5568,81,294,15500,C,2-May-20
5569,191,223,28500,H,25-Jul-19
5570,24,215,43000,A,19-Apr-19
5571,235,19,50000,I,8-Apr-19
5572,224,254,6500,E,17-Feb-21
5573,48,171,14500,I,19-Apr-21
5574,270,263,29500,J,7-Dec-19
5575,363,296,29000,E,2-Dec-19
5576,398,80,46500,G,1-Aug-21
5577,180,214,32000,E,3-Jun-21
5578,267,167,23000,F,10-Mar-19
5579,117,251,2000,C,29-Jul-21
5580,123,201,21000,G,15-May-19
5581,249,254,8000,F,10-Jun-19
5582,35,43,21500,G,23-Jan-20
5583,284,180,49000,B,11-Apr-21
5584,264,97,15500,B,4-Feb-21
5585,197,6,40500,I,26-Jan-20
5586,135,220,32000,C,26-Jul-20
5587,378,88,6500,E,2-Apr-19
5588,111,120,44000,C,22-Jun-20
5589,128,43,19000,A,27-Apr-21
5590,369,57,17000,E,25-Jun-19
5591,305,202,9000,F,23-Sep-21
5592,366,140,36500,A,11-Dec-19
5593,30,41,15000,A,6-Aug-20
5594,22,202,3000,D,30-Apr-20
5595,271,282,22000,B,26-Feb-19
5596,64,185,44500,G,19-May-20
5597,312,2,24500,A,14-Mar-20
5598,259,151,46500,G,8-Apr-20
5599,20,83,41500,E,15-Jun-20
5600,334,283,37500,A,18-Apr-20
5601,399,296,21500,J,26-Jun-20
5602,136,20,16500,J,17-Feb-19
5603,87,261,17000,B,27-May-20
5604,315,259,36500,A,10-Apr-20
5605,309,141,15000,H,25-Sep-20
5606,326,54,26000,H,19-Jan-20
5607,98,23,39000,H,17-Jul-21
5608,158,249,49500,E,23-May-19
5609,351,251,29500,G,23-May-21
5610,257,111,12500,H,12-Feb-19
5611,179,254,8000,I,17-May-21
5612,202,93,10500,C,2-Jul-19
5613,108,233,34000,G,16-Jun-19
5614,197,293,1000,E,26-Dec-19
5615,248,42,29000,G,13-Nov-19
5616,5,121,42500,J,20-Mar-20
5617,58,289,29000,E,15-Apr-19
5618,232,231,20000,C,22-Sep-19
5619,109,109,1500,A,20-May-19
5620,70,98,48000,C,13-Sep-20
5621,1,257,39000,J,17-Jul-19
5622,280,270,8500,J,23-Apr-19
5623,204,225,6500,F,1-May-19
5624,108,84,29000,F,13-Oct-20
5625,208,118,5000,J,27-May-21
5626,138,45,10500,G,18-Feb-21
5627,128,238,6000,I,20-Dec-20
5628,183,259,16500,C,2-May-19
5629,267,64,7500,C,12-Jun-20
5630,183,169,44000,E,1-Feb-19
5631,267,88,30000,J,24-Nov-19
5632,390,67,6500,J,8-Mar-20
5633,76,146,13000,I,5-Sep-21
5634,98,284,33500,B,3-Jun-21
5635,285,241,36000,E,9-Jan-20
5636,369,107,35000,A,28-Jun-21
5637,131,236,48000,J,4-Nov-19
5638,115,256,50000,F,17-Apr-21
5639,64,224,9500,B,30-Sep-20
5640,393,28,25000,C,9-Nov-20
5641,65,131,9500,A,28-Jun-19
5642,284,89,21500,A,31-May-21
5643,272,134,9500,F,23-Sep-20
5644,344,170,12000,I,5-Dec-20
5645,228,13,3500,G,20-Feb-20
5646,276,262,9000,J,8-Aug-20
5647,125,163,3000,A,1-Jun-21
5648,141,225,7500,E,18-Nov-20
5649,284,220,14000,H,24-Mar-19
5650,258,204,39500,F,17-Oct-19
5651,206,279,34500,H,17-Sep-19
5652,339,196,16500,G,5-Aug-21
5653,377,276,1000,D,12-Sep-21
5654,236,40,35000,I,29-May-19
5655,228,241,6500,I,4-Jan-20
5656,308,177,17500,H,10-Mar-20
5657,59,241,11000,H,17-Jun-21
5658,163,215,13500,A,7-Oct-20
5659,28,129,11500,C,11-Sep-21
5660,189,246,4500,F,6-Sep-19
5661,191,137,6000,J,7-Sep-19
5662,384,280,45000,J,19-Apr-20
5663,228,139,37500,F,22-Oct-20
5664,100,104,3000,J,5-Apr-20
5665,286,92,33500,I,20-Mar-20
5666,223,170,48000,J,24-Aug-19
5667,295,146,3500,A,3-Dec-20
5668,183,70,12000,C,14-Apr-20
5669,62,201,22500,C,1-Nov-20
5670,42,278,10500,I,4-Dec-19
5671,73,86,41500,G,25-Feb-19
5672,134,292,17500,A,30-Dec-20
5673,233,135,32000,B,16-Oct-20
5674,209,231,35000,C,6-Mar-21
5675,395,287,34000,C,16-Feb-21
5676,51,55,31500,I,2-Nov-20
5677,397,226,25500,B,22-May-20
5678,62,100,32500,A,4-Jun-20
5679,156,149,44000,B,28-Jul-21
5680,210,140,2500,H,14-Jul-21
5681,284,273,7500,H,26-May-21
5682,9,108,15500,D,16-Nov-20
5683,13,204,5000,E,8-Jul-21
5684,238,222,22000,C,27-Sep-20
5685,67,74,35000,B,21-May-21
5686,230,45,5500,B,10-Sep-19
5687,27,104,31500,G,2-Aug-20
5688,7,164,32000,G,2-Aug-21
5689,179,162,7500,C,27-Aug-20
5690,309,224,27000,G,9-Jan-19
5691,219,75,33000,D,20-Mar-19
5692,129,231,13000,I,6-Oct-20
5693,104,256,25000,H,1-May-21
5694,296,56,19000,C,10-Nov-20
5695,384,277,11500,H,23-Apr-19
5696,183,157,33000,J,24-Jul-20
5697,122,14,44000,E,9-Oct-19
5698,391,78,25500,F,4-May-21
5699,316,86,41000,C,17-Jun-20
5700,388,279,45000,C,1-Apr-21
5701,312,263,3500,D,19-Sep-21
5702,385,280,38500,D,1-Apr-20
5703,354,164,23000,J,24-Dec-19
5704,234,77,9000,C,25-Nov-20
5705,144,157,6500,C,23-Sep-21
5706,184,54,40500,D,15-Nov-19
5707,136,189,16500,E,15-Jun-21
5708,301,40,32500,H,14-Aug-20
5709,319,253,5000,I,2-Oct-20
5710,74,295,500,J,5-Jan-21
5711,143,59,47500,B,19-Aug-19
5712,316,23,15000,I,23-May-20
5713,258,242,27500,B,20-Mar-20
5714,335,59,2000,C,11-Feb-21
5715,103,34,48000,C,17-Mar-20
5716,88,179,34000,I,1-Oct-20
5717,395,159,9500,B,6-Jul-19
5718,301,163,6000,F,18-Jan-19
5719,17,192,48000,G,31-May-20
5720,132,56,31000,C,3-Jul-21
5721,63,178,1500,C,29-Oct-20
5722,139,210,34500,C,5-Feb-19
5723,177,209,7000,A,5-Nov-20
5724,379,20,38000,I,18-Jun-21
5725,307,112,36500,C,23-Jun-21
5726,240,111,34000,I,14-Mar-21
5727,40,133,44000,A,20-Dec-19
5728,376,280,22500,F,22-Apr-20
5729,77,131,18000,H,9-Feb-21
5730,3,180,43500,B,28-Jul-21
5731,64,2,31500,G,5-Apr-21
5732,303,95,37500,G,10-Oct-19
5733,283,286,46500,C,24-Mar-19
5734,287,42,27500,D,30-Aug-20
5735,20,61,30500,B,17-Jul-20
5736,69,171,8000,I,28-Aug-21
5737,352,44,500,C,3-Aug-20
5738,80,151,36000,I,7-Aug-21
5739,269,61,46500,H,3-Feb-19
5740,9,234,19500,E,1-Feb-19
5741,348,23,37500,F,27-May-21
5742,215,117,43000,J,22-Aug-19
5743,258,162,48000,D,24-Jan-20
5744,135,107,18000,F,18-May-19
5745,100,230,22500,A,3-Oct-20
5746,313,98,4500,C,13-Sep-20
5747,41,280,42500,D,27-Jun-19
5748,290,75,16500,H,19-May-19
5749,66,164,42500,F,6-Mar-21
5750,152,270,6000,B,31-Jul-21
5751,44,8,25500,E,11-Nov-19
5752,129,49,24500,E,3-Apr-21
5753,145,39,25000,J,27-Dec-20
5754,205,165,42500,C,31-Oct-19
5755,60,23,34000,B,24-Nov-19
5756,92,65,47500,B,3-Mar-19
5757,334,183,13500,D,1-Jul-19
5758,188,280,8500,G,24-Mar-19
5759,385,142,20000,B,3-Apr-20
5760,92,106,41000,F,5-May-20
5761,42,192,41000,F,28-Oct-19
5762,162,221,14000,D,25-Jan-20
5763,394,53,18500,B,30-May-20
5764,142,46,7500,H,6-Apr-20
5765,119,212,5500,I,30-Sep-20
5766,285,26,8500,F,9-May-21
5767,162,216,4500,E,21-Aug-21
5768,7,239,20000,I,17-Oct-19
5769,318,296,46000,H,15-Oct-19
5770,123,248,28500,J,3-Mar-20
5771,22,137,34500,F,16-Aug-21
5772,143,263,9000,E,19-Sep-21
5773,86,211,40500,I,17-Aug-20
5774,193,227,11000,H,12-May-19
5775,194,289,24500,D,15-Jan-21
5776,263,261,47000,E,22-Jan-21
5777,345,57,33500,C,30-Dec-20
5778,253,281,7500,J,23-Jun-19
5779,55,195,42500,H,30-May-20
5780,108,199,17500,B,9-Sep-21
5781,20,124,45500,D,20-Sep-21
5782,258,286,42000,A,6-Nov-19
5783,31,37,3500,C,26-Mar-20
5784,29,23,500,D,7-Sep-21
5785,363,7,43500,C,7-Feb-19
5786,366,275,48000,F,9-Jan-19
5787,74,85,500,J,12-Aug-19
5788,73,231,9500,B,3-Mar-19
5789,200,119,15500,B,9-Nov-19
5790,161,221,44000,A,31-Jan-20
5791,381,196,23500,G,24-Dec-20
5792,254,151,40500,H,4-May-21
5793,131,15,9000,C,28-Jun-19
5794,275,24,40500,J,12-Jan-20
5795,55,259,44500,F,1-Sep-20
5796,64,20,18000,B,27-Dec-19
5797,223,1,31000,E,4-Jun-20
5798,127,238,42500,E,24-Jan-19
5799,391,99,16500,J,3-May-20
5800,176,121,14500,G,30-Mar-19
5801,7,207,36500,A,31-Mar-21
5802,98,81,6500,E,29-Mar-21
5803,381,68,48000,E,20-Jan-21
5804,195,109,38500,D,19-Apr-21
5805,322,162,15000,D,27-Sep-19
5806,305,249,33000,H,3-May-19
5807,76,155,36000,D,31-Dec-19
5808,385,52,17500,B,11-Jul-19
5809,56,209,36000,A,1-Aug-19
5810,49,219,31000,J,18-Feb-20
5811,5,246,46000,A,6-Aug-20
5812,145,7,38000,F,21-Oct-20
5813,80,110,8500,A,27-Mar-19
5814,326,146,41000,B,18-Mar-21
5815,190,240,24000,F,12-Feb-20
5816,35,259,11500,I,10-Jul-19
5817,301,291,13000,C,21-Aug-19
5818,66,258,45500,H,14-Jan-21
5819,229,279,49000,F,21-Sep-21
5820,203,48,27500,C,11-Nov-20
5821,132,3,17000,J,19-Aug-21
5822,369,274,35500,A,18-Sep-21
5823,336,169,27000,H,11-Mar-21
5824,337,121,26000,C,12-Nov-19
5825,79,61,9500,D,5-Nov-19
5826,199,273,22500,D,7-Feb-19
5827,142,131,5500,F,31-Mar-19
5828,307,64,39000,H,8-May-21
5829,208,151,38500,C,14-Feb-20
5830,22,104,11500,D,9-Jul-20
5831,178,215,13000,C,2-Jun-19
5832,83,177,32000,F,1-Jul-19
5833,248,187,6000,C,8-Aug-21
5834,32,27,41500,H,23-Feb-20
5835,139,107,17500,E,19-Mar-20
5836,23,13,39500,D,8-Jan-19
5837,10,152,16000,A,15-Jun-21
5838,12,4,18500,I,2-Jul-21
5839,397,193,13000,H,12-Aug-19
5840,180,129,30500,B,14-Sep-19
5841,77,137,19500,E,18-Feb-20
5842,258,131,40000,J,24-Mar-19
5843,91,153,2000,C,19-Sep-19
5844,31,86,16000,I,19-Jan-20
5845,163,100,34500,I,18-Apr-20
5846,399,38,16500,B,20-Aug-21
5847,157,247,45500,I,24-Mar-20
5848,210,219,27500,B,28-Nov-19
5849,81,206,1000,D,1-Jan-20
5850,171,124,38000,I,24-Aug-20
5851,360,87,2000,D,10-Feb-21
5852,329,53,26500,C,23-Apr-19
5853,393,68,3500,I,1-Dec-19
5854,45,83,24500,B,26-Aug-21
5855,211,280,35500,C,24-Feb-21
5856,189,111,19500,C,19-Aug-21
5857,149,96,31500,F,21-Nov-20
5858,34,18,38500,I,9-Oct-20
5859,232,217,46000,J,8-Jan-19
5860,218,176,11500,D,17-Nov-20
5861,16,220,20000,E,8-May-20
5862,215,190,34500,F,10-Jan-20
5863,339,41,31500,H,22-Aug-19
5864,26,199,35500,A,28-Aug-21
5865,357,53,13000,D,10-Jul-21
5866,253,227,27500,B,2-Feb-19
5867,326,90,10500,D,21-Sep-21
5868,157,239,49500,C,30-May-20
5869,114,108,24000,C,24-Jul-20
5870,247,289,22000,C,10-Dec-19
5871,240,196,25000,I,2-Jul-21
5872,174,6,2500,A,14-Jan-21
5873,221,142,17000,B,19-Feb-19
5874,302,188,4500,C,12-Nov-19
5875,350,216,7500,C,25-Jun-21
5876,379,198,48500,J,5-Jan-20
5877,289,293,3000,B,14-Dec-19
5878,246,272,11000,A,8-Jun-21
5879,9,6,22500,D,5-Jul-19
5880,132,11,22500,J,28-Feb-21
5881,40,223,47000,B,30-May-21
5882,251,38,10000,J,15-Sep-21
5883,359,101,43000,G,5-May-21
5884,202,267,43000,H,18-Aug-20
5885,134,234,13500,D,13-Mar-21
5886,98,218,4000,A,5-Jan-19
5887,23,73,41500,H,1-Aug-21
5888,45,210,50000,I,14-Feb-21
5889,288,124,25000,C,19-Mar-20
5890,330,96,41000,E,26-Jun-21
5891,310,57,44500,I,17-Jan-20
5892,98,7,25000,I,7-Jul-20
5893,104,295,27000,G,28-Feb-21
5894,395,167,4000,J,7-Oct-20
5895,352,134,48500,B,14-Jul-19
5896,117,34,33000,G,18-Oct-20
5897,56,98,30000,J,6-Mar-20
5898,92,184,9500,B,19-May-19
5899,223,182,32000,E,5-Nov-19
5900,8,242,16000,F,24-Sep-19
5901,218,3,3500,F,17-Mar-20
5902,278,211,10000,C,21-May-21
5903,40,50,27500,D,4-Oct-19
5904,181,35,36500,H,17-Jun-21
5905,117,92,42500,F,8-Jul-20
5906,57,121,29000,B,31-May-21
5907,272,130,18500,I,4-Jul-21
5908,113,250,45000,H,29-Jan-20
5909,79,56,5500,E,25-Sep-19
5910,72,226,41500,J,22-Jul-20
5911,249,168,28000,G,22-Jul-21
5912,96,25,34500,H,3-Mar-20
5913,319,138,49000,F,18-May-21
5914,276,279,37500,D,31-Dec-19
5915,309,275,27500,J,2-Jun-21
5916,356,101,34000,H,6-Jan-20
5917,175,121,33500,A,31-Jul-20
5918,28,217,27500,A,27-Jul-19
5919,390,266,23000,B,28-Mar-19
5920,260,244,23000,A,24-Jun-20
5921,65,161,6000,G,14-May-19
5922,220,8,43000,E,22-May-19
5923,79,151,45500,F,10-Aug-19
5924,372,257,36000,H,20-Jun-19
5925,359,207,48500,J,13-Sep-19
5926,28,146,15000,F,26-Aug-21
5927,383,180,17000,G,26-Apr-19
5928,327,291,42000,C,23-Feb-21
5929,278,200,20000,G,5-Sep-21
5930,81,157,11500,I,28-Jul-21
5931,392,197,41500,H,20-Jul-21
5932,223,64,34000,E,2-Aug-20
5933,389,247,16500,C,22-Oct-20
5934,210,193,24500,D,2-Apr-20
5935,243,150,34000,E,15-Oct-20
5936,295,233,10000,A,14-Jul-19
5937,130,61,26500,E,3-May-20
5938,130,93,31000,D,11-Mar-19
5939,102,105,30000,F,5-Jan-21
5940,367,255,27500,F,6-Feb-19
5941,366,84,500,H,2-Mar-21
5942,77,158,38500,A,20-Mar-19
5943,327,47,12500,G,20-Jul-20
5944,175,300,42500,B,14-Oct-19
5945,294,287,6000,H,18-Aug-20
5946,169,164,23000,B,12-Feb-21
5947,245,51,18000,E,7-May-19
5948,66,70,36000,E,25-Nov-20
5949,302,190,28500,B,22-Jun-21
5950,77,85,31500,J,3-Jun-21
5951,69,275,22000,E,7-Feb-20
5952,96,242,3000,F,17-Jun-21
5953,275,151,17500,B,15-Mar-20
5954,394,204,10000,A,5-Mar-21
5955,144,255,24500,B,1-Dec-20
5956,327,250,50000,F,29-Dec-19
5957,34,88,46000,G,5-Nov-19
5958,339,193,1500,D,2-Nov-19
5959,193,200,42000,J,3-Sep-20
5960,172,171,7500,F,20-Aug-20
5961,93,231,30500,D,6-Aug-20
5962,214,24,34000,H,25-Dec-19
5963,155,138,16000,J,16-Apr-20
5964,302,78,29000,H,5-Oct-19
5965,391,193,21000,F,6-May-19
5966,302,242,24500,I,20-Aug-19
5967,64,160,10000,B,1-Aug-21
5968,361,67,31000,G,6-Feb-20
5969,338,231,44500,I,15-Aug-19
5970,22,138,10000,F,28-Feb-20
5971,317,55,40000,E,30-Dec-19
5972,234,162,21000,C,4-Sep-19
5973,198,128,5000,E,2-Jul-21
5974,151,280,9500,G,24-Jan-21
5975,33,205,13500,B,30-Jul-20
5976,22,10,15500,C,28-Apr-21
5977,389,275,9000,F,2-Dec-19
5978,313,284,43500,J,15-Aug-19
5979,358,201,4500,F,13-Jan-21
5980,140,8,16000,H,9-Sep-21
5981,163,200,30000,D,28-Jan-19
5982,89,205,20500,F,5-Jun-20
5983,380,90,23500,J,29-May-19
5984,13,287,20500,I,12-Nov-20
5985,353,20,3500,B,6-Nov-19
5986,310,180,21000,I,1-Feb-21
5987,169,282,46000,B,14-Jan-19
5988,197,65,31000,J,8-Sep-21
5989,163,238,25000,D,6-Jun-21
5990,331,134,46000,H,22-Sep-19
5991,222,83,43500,J,30-Jun-20
5992,229,254,8500,G,5-Aug-19
5993,78,246,41500,B,28-Mar-20
5994,250,74,9500,D,13-Apr-19
5995,360,92,37000,I,4-Oct-19
5996,5,290,18000,A,21-Oct-20
5997,72,291,22000,C,28-Mar-21
5998,382,59,18500,I,8-Feb-20
5999,13,97,20500,E,10-Feb-19
6000,105,86,39000,H,7-Mar-21
6001,44,48,41500,I,4-Jul-21
6002,109,216,23500,F,5-Jul-20
6003,145,15,31000,D,23-May-20
6004,331,271,27500,B,26-Nov-20
6005,141,67,40000,F,28-Feb-20
6006,331,223,12000,J,4-Feb-19
6007,171,135,6000,C,12-Jun-21
6008,171,26,23000,H,12-Jun-19
6009,204,227,22500,B,18-Jul-21
6010,66,30,14000,B,6-Jun-19
6011,63,276,13000,A,28-Nov-19
6012,324,157,9000,J,9-Apr-21
6013,160,282,13500,A,12-Sep-19
6014,267,147,19500,G,13-Mar-19
6015,150,16,9000,I,20-Nov-19
6016,13,23,5000,C,14-Apr-19
6017,89,34,19500,H,2-Jun-21
6018,300,198,10000,D,12-May-21
6019,122,244,22000,B,17-Jul-20
6020,180,51,22500,D,11-Apr-20
6021,230,8,49000,I,30-Sep-20
6022,15,141,15500,D,22-Mar-19
6023,272,172,41500,H,19-Jun-21
6024,275,125,45000,I,27-Apr-21
6025,112,262,49500,A,29-Jul-20
6026,29,108,29000,A,2-Mar-19
6027,228,230,19000,H,12-Dec-19
6028,52,102,13500,C,2-May-20
6029,132,252,29000,D,3-Oct-20
6030,48,265,5500,C,3-Dec-19
6031,120,161,38000,C,1-Mar-19
6032,111,189,14000,G,6-Jul-19
6033,172,226,40000,J,25-Feb-21
6034,123,79,3000,G,24-Nov-19
6035,44,29,35000,H,27-May-21
6036,39,188,30000,E,7-Jun-19
6037,383,27,7000,F,4-Aug-21
6038,80,2,19500,D,21-Oct-20
6039,365,244,16500,A,6-Feb-20
6040,202,14,15000,F,9-Apr-20
6041,323,299,22000,J,1-Aug-20
6042,256,242,21500,D,30-Jun-20
6043,37,194,47500,F,25-Oct-20
6044,197,85,23500,G,27-Feb-19
6045,147,113,17500,A,29-Dec-19
6046,202,273,25500,B,31-Jul-20
6047,145,135,18000,H,11-Aug-21
6048,121,67,25500,E,6-Dec-20
6049,337,151,2500,I,10-Jul-20
6050,67,267,35000,B,24-Aug-20
6051,22,10,48500,H,21-Jun-20
6052,14,3,25500,H,7-Nov-20
6053,368,219,2000,F,7-Dec-20
6054,165,67,15500,C,27-Jan-21
6055,20,188,36000,D,30-May-20
6056,282,116,26500,F,16-Mar-19
6057,339,200,45500,G,29-May-19
6058,397,300,30000,J,3-Oct-19
6059,318,8,39500,F,30-Jul-21
6060,373,153,44500,D,13-Sep-19
6061,128,261,3000,E,13-Jan-20
6062,53,48,500,C,4-Mar-20
6063,222,216,13500,A,1-Dec-19
6064,259,184,29000,E,6-May-20
6065,61,179,44000,G,22-Dec-19
6066,158,6,29000,A,8-Nov-20
6067,390,147,23000,J,7-Mar-20
6068,155,96,34000,G,2-Sep-20
6069,281,222,35500,B,11-Aug-19
6070,357,91,42000,J,20-Sep-21
6071,170,89,44000,D,22-Nov-19
6072,159,38,7500,H,11-Mar-21
6073,273,97,15000,A,2-Feb-21
6074,189,217,24000,J,18-Jul-20
6075,177,228,15000,B,1-Sep-19
6076,329,103,34000,D,7-May-19
6077,395,289,26500,E,2-Mar-20
6078,153,138,34000,D,30-Jul-21
6079,78,8,46500,C,9-Jul-21
6080,243,58,26000,B,20-Mar-20
6081,105,131,14000,G,13-May-20
6082,300,231,17500,I,31-Jul-21
6083,143,263,24000,D,19-Aug-21
6084,308,100,48000,C,17-Dec-20
6085,47,238,1500,C,3-May-20
6086,242,249,21000,B,30-Apr-19
6087,54,191,48000,B,23-Aug-21
6088,392,260,45500,E,6-Jan-20
6089,310,142,48000,G,19-Jun-19
6090,211,243,15500,D,28-Feb-21
6091,285,59,2500,I,22-Feb-20
6092,123,138,50000,D,16-Nov-19
6093,378,106,30000,J,7-Sep-21
6094,148,160,34000,A,13-Jul-21
6095,358,241,35000,J,24-Dec-20
6096,115,130,13500,B,9-Dec-20
6097,250,85,33000,H,3-Feb-19
6098,235,29,18500,J,2-Nov-19
6099,271,26,10500,A,27-Jun-21
6100,154,35,39000,A,26-Oct-19
6101,237,36,46500,I,28-Oct-20
6102,375,117,31500,G,9-Jan-19
6103,222,128,18000,G,19-Jan-19
